emotion,text
anger,I feel it when I see that somebody is traying to made a stupid of Ã¡ me.
sadness,I felt it when I was at home and saw a discussion without sense Ã¡ between my parents.
joy,When I asked my girlfriend to marry me.
fear,When I almost drowned myself in the municipal swimming pool that Ã¡ I use to go almost not excaping.
anger,I was with my girlfriend when some guys that I don't like made Ã¡ fuss at my girl.
sadness,The death of my grandfather.
joy,When I met a friend that I hadn't seen for some time.
fear,When I got in jungle where there was a great number of snakes.
anger,When an unknown person provoked me verbaly and physically.
sadness,When my team lost a championship.
joy,When I began to date a boy with whom I am till now. This was 16 Ã¡ months ago.
anger,I learned that my girlfriend had been unjustly missed from work.
sadness,I got separated from the man I loved.
joy,When I took my entrance exams successfully and also when I got my Ã¡ school leaving certificate because the delivering ceremony was Ã¡ extremely official.
fear,When I was to sit for my first entrance exam. I had fear of a Ã¡ possible failure.
anger,I was indignant at the unimpartiality shown by the referees at Ã¡ the football match between Bulgaria and France.
sadness,When I got separated from the man I loved so much.
joy,When I was admitted to the Sofia University.
fear,When I come home late at night.
anger,When I talk to silly petty-minded and unmanageable people.
sadness,When my friend (girl) went abroad for two years.
joy,I was admitted to the University and a niece was born to me.
fear,I was bitten by a dog.
sadness,I was alone at home on New Year's Eve.
joy,My admittance to the University.
fear,A grenade blew out next to me.
anger,An unjust calumny concerning me.
sadness,Unrealisation of the desired profession (aviator).
joy,Winning Queensland Chess Championship.
fear,When in a car accident where car was total wipe off (wipe out or Ã¡ write off).
anger,With self at losing an important game that I should have won.
sadness,Death of grandfather (unexpected).
joy,Receiving a very personal letter from a lady that I like which Ã¡ revealed that she was more enthusiastic about me than I had Ã¡ thought possible.
fear,Introducing myself at a first tutorial this year at University.
anger,I was angry at a University tutorial when an ignorant loudmouth Ã¡ persisted in trying to dominate the conversation.
sadness,I left my home in Melbourne to come to Q'land to study and before Ã¡ I hopped in the car I hugged my mother and shook hands with my Ã¡ father. Sensing immediately my father's sadness I also had a Ã¡ flood of the same emotion.
joy,Being in love for the first time.
fear,As a child - stepping on a rusty nail - being told that I might Ã¡ get tetanus.
anger,"As a child - about 8 years old - walking across a paddock - being Ã¡ set upon by another boy who claimed it was \\his land\\"" - being Ã¡"
sadness,As a child - having a dog - it getting a disease and dying.
joy,When I achieved my first 6 at University after a long string of Ã¡ 3's 4's and 5's (7 is the highest mark awarded 3 is a conceded Ã¡ pass).
fear,One night going downstairs and hearing a strong stirring of Ã¡ brances which was not the wind.
anger,I was informed by my flatmate that when we'd moved into our Ã¡ flat she'd expected us to buy our food separetely - this event Ã¡ actually happened some 5 months after our sharing began. Prior to Ã¡ this she had said nothing.
sadness,Having to decide on a termination of a pregnancy after Ã¡ discussing it with friends family and the man involved.
joy,When I was a child my beloved cat gave birth to four beautiful Ã¡ little kittens. Before she had them she came up to me and I Ã¡ followed her out then witnessed them being born.
fear,On embarking on University life. I came from a different city and Ã¡ did not know anybody at the Uni. I was frightened because my well Ã¡ known and loved friends also all my security had been taken Ã¡ away.
anger,When my brothers were being cruel to my boyfriend because his Ã¡ flat-mate bent back one of my brother's fingers. It wasn't his Ã¡ fault.
sadness,"Upon moving away from home for the first time to a different Ã¡ city I felt no longer \\under the wing\\"" of my parents even though Ã¡"
joy,The weekend after I argued with my parents I went home again and Ã¡ they couldn't have been nicer. As soon as I walked in Mum kissed Ã¡ me then Dad and thanked me for the birthday presents I'd left Ã¡ for him including a very sentimental birthday card.
fear,"Before Uni started I had to leave home and take up residence in Ã¡ Brisbane (the \\big smoke\\"") leaving home my family and moving to Ã¡"
anger,My flatmate was asking questions about my relationship with my Ã¡ boyfriend whether I wasn't treating him as unfairly as I claimed Ã¡ he'd been treating me. As a result I was angered and became Ã¡ defensive.
sadness,A very close friend from Victoria visited me over the holidays. Ã¡ Having enjoyed his company immensely over 10 short days I was Ã¡ overwhelmed by sadness when he left to return to Victoria.Ã¡
joy,Joy of giving birth and of sharing that joy with my husband. Ã¡ Moments of complete happiness and feelings of so much love.
fear,Attempted rape by 5 guys - held my arms behind my back and Ã¡ molested me constantly threatening to beat me. Penetration did Ã¡ not occur as the driver of the car stopped that.
anger,Anger at doctors for their treatment of me after giving birth. Ã¡ They left part of placenta behind and I bled heavily for twelve Ã¡ weeks - due to this I felt weak and emotional and they said I Ã¡ needed psychiatric treatment and give me no support.
sadness,When my son was diagnosed as having CEREBRAL PALSY at age 5. He Ã¡ would have to endure so much labelling stigma and discrimination Ã¡ even though his case was relatively mild.
joy,Receiving notification that I had made a successful application Ã¡ to the Speech Therapy course at Uni gave me a very good feelig Ã¡ of achievment and joy.
fear,Not included on questionnaire.
anger,My ex-boyfriend began to date my best friend. After they had been Ã¡ seeing each other I found out that he had been sleeping with Ã¡ another girl without my friend knowing I told my friend what he Ã¡ had been doing behind her back.
sadness,My mother left my father for his best friend and he moved to Ã¡ Papua New Guinea. Despite the fact that I am closer to my father Ã¡ than to anyone else in my family I had to move in with my Ã¡ mother and say good-bye to my father not knowing when I would Ã¡ see him again.
joy,Seeing a close friend who had just returned from twelve months Ã¡ overseas.
fear,Finding myself alone in a public toilet block with a man known to Ã¡ have had great psychological disturbances.
anger,"After seeing an \\uncertain\\"" child work on a model for several Ã¡"
sadness,Leaving home to move closer to University. As an oldest child Ã¡ this experience was traumatic for both my parents and myself.
joy,When I finished my exams after 12th Grade I was worried about Ã¡ getting a T.E. Score high enough for Physiotherapy. When I found Ã¡ that I had been accepted I was ecstatic or more appropriately Ã¡ could jump for joy.
fear,When going for my driver's licence for the third time because Ã¡ everything it seemed hinged on getting it. I was really nervous Ã¡ and the testing Officer made me a little afraid as well. There Ã¡ were lots of things to worry about. I passed however.
